gemeente,pop_total,hh_total,pon_dealers,total_dealers,pon_share,dealers_per_100k,pon_dealers_per_100k,coverage_category,market_size_score,kids_0_15_pct,age_25_44_pct,income_norm,density_norm,cluster
Ameide,3150.0,1335.0,0,1,0.0,31.746031746031747,0.0,Underserved,0.005022481584234191,0.1634920634920635,0.24603174603174602,0.15332512315270935,0.04192889947269944,1
Amerongen,5500.0,2360.0,0,1,0.0,18.18181818181818,0.0,Underserved,0.008769412289932714,0.14545454545454545,0.19545454545454546,0.19088669950738915,0.06055451607416227,1
Amersfoort,94275.0,42380.0,7,19,0.3684210526315789,20.153805356669316,7.425086184036065,High_Coverage,0.1503156988424376,0.16544526703188864,0.27830895853751286,0.21667179802955666,0.2052007144072121,0
Ammerzoden,3725.0,1625.0,0,1,0.0,26.845637583892614,0.0,Underserved,0.005939283778181702,0.13288590604026845,0.23355704697986576,0.1828817733990148,0.03963259057662868,1
Amstelveen,37975.0,17505.0,4,7,0.5714285714285714,18.433179723502302,10.53324555628703,High_Coverage,0.060548805765489974,0.17672226489282963,0.2528537260020391,0.3080870279146141,0.2202472075749844,0
Amsterdam,627180.0,353450.0,45,115,0.391304347826087,18.33604387895022,7.174973691763131,High_Coverage,1.0,0.1244293989073673,0.39026007663359513,0.2945017446633826,0.5478309094517207,3
Amsterdam-Zuidoost,24370.0,14140.0,0,2,0.0,8.206811653672549,0.0,Underserved,0.038856468637392776,0.1360279031596225,0.3268362741075092,0.10283251231527094,0.29588365368259906,3
Andelst,1715.0,680.0,0,1,0.0,58.309037900874635,0.0,Underserved,0.0027344621958608375,0.14868804664723032,0.23323615160349853,0.17426108374384236,0.036145602993706415,1
Andijk,7200.0,3120.0,1,2,0.5,27.77777777777778,13.88888888888889,High_Coverage,0.011479957906821008,0.15416666666666667,0.2152777777777778,0.15886699507389163,0.03240346997788739,1
Anna Paulowna,8655.0,3785.0,0,1,0.0,11.554015020219527,0.0,Underserved,0.013799866067157754,0.14673599075678798,0.22876949740034663,0.1354679802955665,0.06455179452287804,1
Annen,3605.0,1585.0,1,1,1.0,27.739251040221912,27.739251040221912,High_Coverage,0.005747951146401352,0.14147018030513175,0.17337031900138697,0.15024630541871922,0.03350910018710665,1
Apeldoorn,43335.0,22260.0,7,16,0.4375,36.921656859351565,16.15322487596631,High_Coverage,0.06909499665167894,0.15579526801956856,0.2909291301138585,0.16079125615763545,0.1753061745194761,2
Appelscha,4875.0,2235.0,1,1,1.0,20.51282051282051,20.51282051282051,High_Coverage,0.007772888166076725,0.12102564102564102,0.20717948717948717,0.12561576354679804,0.03478482735159041,1
Appingedam,4960.0,2375.0,1,1,1.0,20.161290322580644,20.161290322580644,High_Coverage,0.00790841544692114,0.1381048387096774,0.20362903225806453,0.06896551724137931,0.09687021602313318,2
Arcen,2950.0,1345.0,1,1,1.0,33.898305084745765,33.898305084745765,High_Coverage,0.004703593864600274,0.11694915254237288,0.17796610169491525,0.16317733990147784,0.018965810511991834,4
Arkel,3425.0,1515.0,0,1,0.0,29.197080291970806,0.0,Underserved,0.005460952198730827,0.15328467153284672,0.2072992700729927,0.15270935960591134,0.03997278448715768,1
Arnhem,56015.0,32330.0,5,14,0.35714285714285715,24.993305364634473,8.926180487369455,High_Coverage,0.08931247807646928,0.11705110575320557,0.3244244947008722,0.17955665024630543,0.19153767647559108,3
Assen,52955.0,24320.0,3,11,0.2727272727272727,20.772353885374372,5.66518742328392,High_Coverage,0.08443349596607035,0.1473510200045053,0.23048895228691804,0.12110016420361247,0.1271758235527584,2
Assendelft,13185.0,5495.0,0,1,0.0,7.584376185058778,0.0,Underserved,0.02102267291686597,0.15017064846416384,0.21729237770193402,0.2044334975369458,0.07901003572036061,1
Asten,13425.0,5835.0,2,2,1.0,14.8975791433892,14.8975791433892,High_Coverage,0.021405338180426673,0.1441340782122905,0.2186219739292365,0.17733990147783252,0.0999319612178942,1
Avenhorn,3460.0,1460.0,0,2,0.0,57.80346820809249,0.0,Underserved,0.005516757549666762,0.13439306358381503,0.1907514450867052,0.16810344827586207,0.05145432896751148,4
Axel,7875.0,3820.0,2,2,1.0,25.396825396825395,25.396825396825395,High_Coverage,0.012556203960585478,0.14285714285714285,0.2234920634920635,0.07450738916256158,0.07220615750978057,1
Baarle-Nassau,5785.0,2600.0,0,1,0.0,17.28608470181504,0.0,Underserved,0.009223827290411046,0.13223854796888504,0.20829732065687123,0.1724137931034483,0.0335941486647389,1
Baarlo,6515.0,2820.0,1,2,0.5,30.69838833461243,15.349194167306216,High_Coverage,0.010387767467074843,0.14581734458940906,0.22333077513430544,0.15825123152709358,0.04915802007144072,1
Baarn,23670.0,10955.0,3,5,0.6,21.123785382340515,12.674271229404308,High_Coverage,0.03774036161867406,0.16035601355835627,0.20616737417228634,0.24692118226600987,0.14679367239326416,1
Babberich,1965.0,870.0,1,1,1.0,50.89058524173028,50.89058524173028,High_Coverage,0.0031330718454032334,0.15012722646310434,0.2010178117048346,0.1354679802955665,0.018455519646198335,1
Badhoevedorp,14455.0,6425.0,1,2,0.5,13.836042891732966,6.918021445866483,High_Coverage,0.023047609936541345,0.17710134901418195,0.24455205811138014,0.27955665024630544,0.14772920564721892,0
Baflo,1850.0,880.0,0,1,0.0,54.054054054054056,0.0,Underserved,0.0029497114066137312,0.12432432432432433,0.21351351351351353,0.07758620689655173,0.027130464364687874,1
Bakel,6170.0,2730.0,1,1,1.0,16.207455429497568,16.207455429497568,High_Coverage,0.009837686150706336,0.15640194489465153,0.25364667747163694,0.19273399014778325,0.04133356012927369,1
